sent_num	file	path	ctx_nodes	sentence
352	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_case	to/A	On the cases in which bodies receive electricity from or part with it to the air .
352	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_det	the/D	On the cases in which bodies receive electricity from or part with it to the air .
352	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	pa_obl	receive/V	On the cases in which bodies receive electricity from or part with it to the air .
353	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_case	from/A	In like manner , if any part of the surface is undercharged , the fluid will have a tendency to run in at that part from the air .
353	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_det	the/D	In like manner , if any part of the surface is undercharged , the fluid will have a tendency to run in at that part from the air .
353	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	pa_obl	run/V	In like manner , if any part of the surface is undercharged , the fluid will have a tendency to run in at that part from the air .
354	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_case	from/A	11 . be rendered dered undercharged , and will therefore imbibe electricity from the air ; and at the opposite surface RS , the fluid will run out of the body into the air .
354	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_det	the/D	11 . be rendered dered undercharged , and will therefore imbibe electricity from the air ; and at the opposite surface RS , the fluid will run out of the body into the air .
354	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	pa_obl	imbibe/V	11 . be rendered dered undercharged , and will therefore imbibe electricity from the air ; and at the opposite surface RS , the fluid will run out of the body into the air .
355	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_case	into/A	11 . be rendered dered undercharged , and will therefore imbibe electricity from the air ; and at the opposite surface RS , the fluid will run out of the body into the air .
355	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_det	the/D	11 . be rendered dered undercharged , and will therefore imbibe electricity from the air ; and at the opposite surface RS , the fluid will run out of the body into the air .
355	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	pa_obl	run/V	11 . be rendered dered undercharged , and will therefore imbibe electricity from the air ; and at the opposite surface RS , the fluid will run out of the body into the air .
356	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_case	from/A	As far as I can judge , these corollaries seem conformable to experiment : thus far is certain , that bodies at a distance from other electrified bodies receive ceive electricity from the air , if negatively electrified , and part with some to it if positively electrified : and a body not electrified and not insulated receives electricity from the air if brought near an overcharged body , and loses some when brought near an undercharged body : and a body insulated and containing its natural quantity of sluid , in some cases , receives , and in others loses electricity , when brought near an over or undercharged body . ~ 4 .
356	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_det	the/D	As far as I can judge , these corollaries seem conformable to experiment : thus far is certain , that bodies at a distance from other electrified bodies receive ceive electricity from the air , if negatively electrified , and part with some to it if positively electrified : and a body not electrified and not insulated receives electricity from the air if brought near an overcharged body , and loses some when brought near an undercharged body : and a body insulated and containing its natural quantity of sluid , in some cases , receives , and in others loses electricity , when brought near an over or undercharged body . ~ 4 .
356	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	pa_obl	receive/V	As far as I can judge , these corollaries seem conformable to experiment : thus far is certain , that bodies at a distance from other electrified bodies receive ceive electricity from the air , if negatively electrified , and part with some to it if positively electrified : and a body not electrified and not insulated receives electricity from the air if brought near an overcharged body , and loses some when brought near an undercharged body : and a body insulated and containing its natural quantity of sluid , in some cases , receives , and in others loses electricity , when brought near an over or undercharged body . ~ 4 .
357	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_case	from/A	As far as I can judge , these corollaries seem conformable to experiment : thus far is certain , that bodies at a distance from other electrified bodies receive ceive electricity from the air , if negatively electrified , and part with some to it if positively electrified : and a body not electrified and not insulated receives electricity from the air if brought near an overcharged body , and loses some when brought near an undercharged body : and a body insulated and containing its natural quantity of sluid , in some cases , receives , and in others loses electricity , when brought near an over or undercharged body . ~ 4 .
357	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_det	the/D	As far as I can judge , these corollaries seem conformable to experiment : thus far is certain , that bodies at a distance from other electrified bodies receive ceive electricity from the air , if negatively electrified , and part with some to it if positively electrified : and a body not electrified and not insulated receives electricity from the air if brought near an overcharged body , and loses some when brought near an undercharged body : and a body insulated and containing its natural quantity of sluid , in some cases , receives , and in others loses electricity , when brought near an over or undercharged body . ~ 4 .
357	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	pa_obl	receive/V	As far as I can judge , these corollaries seem conformable to experiment : thus far is certain , that bodies at a distance from other electrified bodies receive ceive electricity from the air , if negatively electrified , and part with some to it if positively electrified : and a body not electrified and not insulated receives electricity from the air if brought near an overcharged body , and loses some when brought near an undercharged body : and a body insulated and containing its natural quantity of sluid , in some cases , receives , and in others loses electricity , when brought near an over or undercharged body . ~ 4 .
358	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_case	through/A	It must be observed , that a particle of fluid placed between the two plates is drawn towards the undercharged plate , with a force exceeding that with which it would be repelled from the overcharged plate , if it was electrified with the same force , the other plate being taken away , nearly in the ratio of twice the quantity of redundant fluid actually contained in the plate , to that which it would contain , if electrified with the same force by itself ; so that , unless the plate is very weakly electrified , or their distance is very considerable , the fluid will be apt to fly from one to the other , in the form of sparks . ~ 8 . Whenever any conducting body as A , communicating with the ground , is brought sufficiently near an overcharged body B , the electric fluid is apt to fly through the air from B to A , in the form of a spark : the way by which this is brought about seems to be this .
358	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_det	the/D	It must be observed , that a particle of fluid placed between the two plates is drawn towards the undercharged plate , with a force exceeding that with which it would be repelled from the overcharged plate , if it was electrified with the same force , the other plate being taken away , nearly in the ratio of twice the quantity of redundant fluid actually contained in the plate , to that which it would contain , if electrified with the same force by itself ; so that , unless the plate is very weakly electrified , or their distance is very considerable , the fluid will be apt to fly from one to the other , in the form of sparks . ~ 8 . Whenever any conducting body as A , communicating with the ground , is brought sufficiently near an overcharged body B , the electric fluid is apt to fly through the air from B to A , in the form of a spark : the way by which this is brought about seems to be this .
358	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	pa_obl	fly/V	It must be observed , that a particle of fluid placed between the two plates is drawn towards the undercharged plate , with a force exceeding that with which it would be repelled from the overcharged plate , if it was electrified with the same force , the other plate being taken away , nearly in the ratio of twice the quantity of redundant fluid actually contained in the plate , to that which it would contain , if electrified with the same force by itself ; so that , unless the plate is very weakly electrified , or their distance is very considerable , the fluid will be apt to fly from one to the other , in the form of sparks . ~ 8 . Whenever any conducting body as A , communicating with the ground , is brought sufficiently near an overcharged body B , the electric fluid is apt to fly through the air from B to A , in the form of a spark : the way by which this is brought about seems to be this .
359	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_case	through/A	The fluid placed anywhere between the two bodies , is repelled from B towards A , and will consequently move slowly through the air from one to the other : now it seems as if this motion increased the elasticity of the air , and made it rarer : this will enable the fluid to flow in a swifter current , which will still further increase the elasticity of the air , till at last it is so much rarefied , as to form very little opposition to the motion of the electric fluid , upon which it flies in an uninterrupted mass from one body to the other .
359	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_det	the/D	The fluid placed anywhere between the two bodies , is repelled from B towards A , and will consequently move slowly through the air from one to the other : now it seems as if this motion increased the elasticity of the air , and made it rarer : this will enable the fluid to flow in a swifter current , which will still further increase the elasticity of the air , till at last it is so much rarefied , as to form very little opposition to the motion of the electric fluid , upon which it flies in an uninterrupted mass from one body to the other .
359	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	pa_obl	move/V	The fluid placed anywhere between the two bodies , is repelled from B towards A , and will consequently move slowly through the air from one to the other : now it seems as if this motion increased the elasticity of the air , and made it rarer : this will enable the fluid to flow in a swifter current , which will still further increase the elasticity of the air , till at last it is so much rarefied , as to form very little opposition to the motion of the electric fluid , upon which it flies in an uninterrupted mass from one body to the other .
360	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_case	to/A	In the same manner may the electric fluid pass from one body to another , in the form of a spark , if the first body communicates with the ground , and the other body is negatively electrified , or in any other case in which one body is strongly disposed to part with its electricity to the air , and the other is strongly disposed to receive it .
360	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_det	the/D	In the same manner may the electric fluid pass from one body to another , in the form of a spark , if the first body communicates with the ground , and the other body is negatively electrified , or in any other case in which one body is strongly disposed to part with its electricity to the air , and the other is strongly disposed to receive it .
360	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	pa_obl	dispose/V	In the same manner may the electric fluid pass from one body to another , in the form of a spark , if the first body communicates with the ground , and the other body is negatively electrified , or in any other case in which one body is strongly disposed to part with its electricity to the air , and the other is strongly disposed to receive it .
361	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_case	through/A	It appears plainly , from the sudden rising of the water in Mr. Kinnersley 's electrical air thermometer ~ , that when the electric fluid passes through the air , in the form of a spark , the air in its passage is either very much rarefied , or entirely displaced : and the bursting of the glass vessels , in Beccaria 's and Lane 's experiments , shows that the same thing happens with regard to the water , when the electric fluid passes through it in the form of a spark .
361	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	chi_det	the/D	It appears plainly , from the sudden rising of the water in Mr. Kinnersley 's electrical air thermometer ~ , that when the electric fluid passes through the air , in the form of a spark , the air in its passage is either very much rarefied , or entirely displaced : and the bursting of the glass vessels , in Beccaria 's and Lane 's experiments , shows that the same thing happens with regard to the water , when the electric fluid passes through it in the form of a spark .
361	Royal_Society_Corpus_open_v6.0_text_106125_1771.txt	pa_obl	pass/V	It appears plainly , from the sudden rising of the water in Mr. Kinnersley 's electrical air thermometer ~ , that when the electric fluid passes through the air , in the form of a spark , the air in its passage is either very much rarefied , or entirely displaced : and the bursting of the glass vessels , in Beccaria 's and Lane 's experiments , shows that the same thing happens with regard to the water , when the electric fluid passes through it in the form of a spark .
362	Royal_Society_Corpus_open_v6.0_text_106050_1772.txt	chi_case	on/A	Either of these was occasionally excited , and applied near the cork - balls , in order to determine more precisely the kind of electricity with which they might happen to be affected ; and I was always careful in * I commenced my experiments on the air in the year 1761 , and those on the clouds in the year 1762 .
362	Royal_Society_Corpus_open_v6.0_text_106050_1772.txt	chi_det	the/D	Either of these was occasionally excited , and applied near the cork - balls , in order to determine more precisely the kind of electricity with which they might happen to be affected ; and I was always careful in * I commenced my experiments on the air in the year 1761 , and those on the clouds in the year 1762 .
362	Royal_Society_Corpus_open_v6.0_text_106050_1772.txt	pa_obl	commence/V	Either of these was occasionally excited , and applied near the cork - balls , in order to determine more precisely the kind of electricity with which they might happen to be affected ; and I was always careful in * I commenced my experiments on the air in the year 1761 , and those on the clouds in the year 1762 .
363	Royal_Society_Corpus_open_v6.0_text_106050_1772.txt	chi_case	from/A	Having , on the contrary , observed that bodies , insulated with dried silk , had lost their electricity in a very short time , I attempted to render it a nonconductor , by having varnished it over with oil of turpentine , balsam of sulphur , and such like , but did not succeed ; for silks so treated soon became a conductor , and increased considerably in weight , if the air happened not to be very * dry ; so much indeed , that I think ordinary silk , from its power of absorbing moisture from the air , may well serve as an occasional hygrometer , either by being put into a balance , or by having an electrified body insulated with it .
363	Royal_Society_Corpus_open_v6.0_text_106050_1772.txt	chi_det	the/D	Having , on the contrary , observed that bodies , insulated with dried silk , had lost their electricity in a very short time , I attempted to render it a nonconductor , by having varnished it over with oil of turpentine , balsam of sulphur , and such like , but did not succeed ; for silks so treated soon became a conductor , and increased considerably in weight , if the air happened not to be very * dry ; so much indeed , that I think ordinary silk , from its power of absorbing moisture from the air , may well serve as an occasional hygrometer , either by being put into a balance , or by having an electrified body insulated with it .
363	Royal_Society_Corpus_open_v6.0_text_106050_1772.txt	pa_obl	absorb/V	Having , on the contrary , observed that bodies , insulated with dried silk , had lost their electricity in a very short time , I attempted to render it a nonconductor , by having varnished it over with oil of turpentine , balsam of sulphur , and such like , but did not succeed ; for silks so treated soon became a conductor , and increased considerably in weight , if the air happened not to be very * dry ; so much indeed , that I think ordinary silk , from its power of absorbing moisture from the air , may well serve as an occasional hygrometer , either by being put into a balance , or by having an electrified body insulated with it .
364	Royal_Society_Corpus_open_v6.0_text_106050_1772.txt	chi_case	into/A	I also have discovered , from repeated trials , that a piece of flannel , silk , &amp ;c. excited , and suddenly twisted , not only struck at a greater distance than before , but sometimes emitted pencils of fire into the air .
364	Royal_Society_Corpus_open_v6.0_text_106050_1772.txt	chi_det	the/D	I also have discovered , from repeated trials , that a piece of flannel , silk , &amp ;c. excited , and suddenly twisted , not only struck at a greater distance than before , but sometimes emitted pencils of fire into the air .
364	Royal_Society_Corpus_open_v6.0_text_106050_1772.txt	pa_obl	emite/V	I also have discovered , from repeated trials , that a piece of flannel , silk , &amp ;c. excited , and suddenly twisted , not only struck at a greater distance than before , but sometimes emitted pencils of fire into the air .
365	Royal_Society_Corpus_open_v6.0_text_106050_1772.txt	chi_case	in/A	At other times , I have made use of a tapering tube of tin , twenty feet long , ending in a point ; the greatest part of it stood out high in the air , and the thick end , from which an electrometer hung , was supported inside the window , sometimes with silk cords , and at other times with strong sticks of sealingwax , sustained at either end by hooks of iron - wire .
365	Royal_Society_Corpus_open_v6.0_text_106050_1772.txt	chi_det	the/D	At other times , I have made use of a tapering tube of tin , twenty feet long , ending in a point ; the greatest part of it stood out high in the air , and the thick end , from which an electrometer hung , was supported inside the window , sometimes with silk cords , and at other times with strong sticks of sealingwax , sustained at either end by hooks of iron - wire .
365	Royal_Society_Corpus_open_v6.0_text_106050_1772.txt	pa_obl	stand/V	At other times , I have made use of a tapering tube of tin , twenty feet long , ending in a point ; the greatest part of it stood out high in the air , and the thick end , from which an electrometer hung , was supported inside the window , sometimes with silk cords , and at other times with strong sticks of sealingwax , sustained at either end by hooks of iron - wire .
366	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	in/A	Making an agitation in this air , the surface of it , which still continues to be exactly defined , is thrown into the form of waves , which it is very amusing to look upon ; and if , by this agitation , any of the fixed air be thrown over the side of the vessel , the smoke , which is mixed with it , will fall to the ground , as if it was so much water , the fixed air being heavier than common air .
366	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	this/D	Making an agitation in this air , the surface of it , which still continues to be exactly defined , is thrown into the form of waves , which it is very amusing to look upon ; and if , by this agitation , any of the fixed air be thrown over the side of the vessel , the smoke , which is mixed with it , will fall to the ground , as if it was so much water , the fixed air being heavier than common air .
366	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	make/V	Making an agitation in this air , the surface of it , which still continues to be exactly defined , is thrown into the form of waves , which it is very amusing to look upon ; and if , by this agitation , any of the fixed air be thrown over the side of the vessel , the smoke , which is mixed with it , will fall to the ground , as if it was so much water , the fixed air being heavier than common air .
367	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	in/A	The red part of burning wood was extinguished in this air , but I could not perceive that a red - hot poker was sooner cooled in it .
367	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	this/D	The red part of burning wood was extinguished in this air , but I could not perceive that a red - hot poker was sooner cooled in it .
367	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	extinguish/V	The red part of burning wood was extinguished in this air , but I could not perceive that a red - hot poker was sooner cooled in it .
368	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	to/A	The readiest way of impregnating water with this virtue , in these circumstances , is to take two vessels , and to keep pouring the water from one into the other , when they are both of them held as near the yeast as possible ; for by this means a great quantity of surface is exposed to the air , and the surface is also continually changing .
368	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	the/D	The readiest way of impregnating water with this virtue , in these circumstances , is to take two vessels , and to keep pouring the water from one into the other , when they are both of them held as near the yeast as possible ; for by this means a great quantity of surface is exposed to the air , and the surface is also continually changing .
368	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	expose/V	The readiest way of impregnating water with this virtue , in these circumstances , is to take two vessels , and to keep pouring the water from one into the other , when they are both of them held as near the yeast as possible ; for by this means a great quantity of surface is exposed to the air , and the surface is also continually changing .
369	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	in/A	Mr. Hey , indeed , who assisted me in this examination , found that distilled water , impregnated with fixed air , did not mix so readily with soap as the distilled water itself ; but this was also the case when the fixed air had passed through a long glass tube filled with alkaline salts , which , it may be supposed , would have imbibed any of the oil of vitriol that might have been contained in that air * .
369	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	that/D	Mr. Hey , indeed , who assisted me in this examination , found that distilled water , impregnated with fixed air , did not mix so readily with soap as the distilled water itself ; but this was also the case when the fixed air had passed through a long glass tube filled with alkaline salts , which , it may be supposed , would have imbibed any of the oil of vitriol that might have been contained in that air * .
369	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	contain/V	Mr. Hey , indeed , who assisted me in this examination , found that distilled water , impregnated with fixed air , did not mix so readily with soap as the distilled water itself ; but this was also the case when the fixed air had passed through a long glass tube filled with alkaline salts , which , it may be supposed , would have imbibed any of the oil of vitriol that might have been contained in that air * .
370	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	from/A	It is possible , however , that this diminution of inflammability flammability may , in some measure , arise from the air continuing so much longer in the bladder when it is made very slowly ; though I think the difference is too great for this cause to have produced the whole of it .
370	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	the/D	It is possible , however , that this diminution of inflammability flammability may , in some measure , arise from the air continuing so much longer in the bladder when it is made very slowly ; though I think the difference is too great for this cause to have produced the whole of it .
370	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	arise/V	It is possible , however , that this diminution of inflammability flammability may , in some measure , arise from the air continuing so much longer in the bladder when it is made very slowly ; though I think the difference is too great for this cause to have produced the whole of it .
371	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	in/A	When animals die upon being put into air in which other animals have died , after breathing in it as long as they could , it is plain that the cause of their death is not the want of any pabulum vitae , which has been supposed to be contained in the air , but on account of the air being impregnated with something stimulating to their lungs ; for they almost always die in convulsions , and are sometimes affected so suddenly , that they are irrecoverable after a single inspiration , though they be withdrawn immediately , and every method has been taken to bring them to life again .
371	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	the/D	When animals die upon being put into air in which other animals have died , after breathing in it as long as they could , it is plain that the cause of their death is not the want of any pabulum vitae , which has been supposed to be contained in the air , but on account of the air being impregnated with something stimulating to their lungs ; for they almost always die in convulsions , and are sometimes affected so suddenly , that they are irrecoverable after a single inspiration , though they be withdrawn immediately , and every method has been taken to bring them to life again .
371	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	contain/V	When animals die upon being put into air in which other animals have died , after breathing in it as long as they could , it is plain that the cause of their death is not the want of any pabulum vitae , which has been supposed to be contained in the air , but on account of the air being impregnated with something stimulating to their lungs ; for they almost always die in convulsions , and are sometimes affected so suddenly , that they are irrecoverable after a single inspiration , though they be withdrawn immediately , and every method has been taken to bring them to life again .
372	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	into/A	Among other experiments , I tried a great variety of different effluvia , which are continually exhaling into the air , especially of those substances which are known to resist putrefaction ; but I could not by these means effect any melioration of the noxious quality of this kind of air .
372	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	the/D	Among other experiments , I tried a great variety of different effluvia , which are continually exhaling into the air , especially of those substances which are known to resist putrefaction ; but I could not by these means effect any melioration of the noxious quality of this kind of air .
372	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	exhal/V	Among other experiments , I tried a great variety of different effluvia , which are continually exhaling into the air , especially of those substances which are known to resist putrefaction ; but I could not by these means effect any melioration of the noxious quality of this kind of air .
373	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	to/A	I have put mice into vessels which had their mouths immersed in quicksilver , and observed that the air was not much contracted after they were dead or cold ; but upon withdrawing the mice , and admitting lime - water to the air it immediately became turbid , and was contracted in its dimensions as usual .
373	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	the/D	I have put mice into vessels which had their mouths immersed in quicksilver , and observed that the air was not much contracted after they were dead or cold ; but upon withdrawing the mice , and admitting lime - water to the air it immediately became turbid , and was contracted in its dimensions as usual .
373	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	admit/V	I have put mice into vessels which had their mouths immersed in quicksilver , and observed that the air was not much contracted after they were dead or cold ; but upon withdrawing the mice , and admitting lime - water to the air it immediately became turbid , and was contracted in its dimensions as usual .
374	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	with/A	In no other circumstances have I ever seen vegetation so vigorous as in this kind of air , which is immediately fatal to animal life . though these plants have been crouded in jars filled with this air , every leaf has been full of life ; fresh shoots have branched out in various directions , and have grown much faster than other similar plants , growing in the same exposure in common air .
374	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	this/D	In no other circumstances have I ever seen vegetation so vigorous as in this kind of air , which is immediately fatal to animal life . though these plants have been crouded in jars filled with this air , every leaf has been full of life ; fresh shoots have branched out in various directions , and have grown much faster than other similar plants , growing in the same exposure in common air .
374	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	fill/V	In no other circumstances have I ever seen vegetation so vigorous as in this kind of air , which is immediately fatal to animal life . though these plants have been crouded in jars filled with this air , every leaf has been full of life ; fresh shoots have branched out in various directions , and have grown much faster than other similar plants , growing in the same exposure in common air .
375	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	from/A	Since the plants that I made use of manifestly grow and thrive in putrid air ; since putrid matter is well known to afford proper nourishment for the roots of plants ; and since it is likewise certain that they receive nourishment by their leaves as well as by their roots , it seems to be exceedingly probable , that the putrid effluvium is in some measure extracted from the air , by means of the leaves of plants , and therefore that they render the remainder more fit for respiration .
375	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	the/D	Since the plants that I made use of manifestly grow and thrive in putrid air ; since putrid matter is well known to afford proper nourishment for the roots of plants ; and since it is likewise certain that they receive nourishment by their leaves as well as by their roots , it seems to be exceedingly probable , that the putrid effluvium is in some measure extracted from the air , by means of the leaves of plants , and therefore that they render the remainder more fit for respiration .
375	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	extract/V	Since the plants that I made use of manifestly grow and thrive in putrid air ; since putrid matter is well known to afford proper nourishment for the roots of plants ; and since it is likewise certain that they receive nourishment by their leaves as well as by their roots , it seems to be exceedingly probable , that the putrid effluvium is in some measure extracted from the air , by means of the leaves of plants , and therefore that they render the remainder more fit for respiration .
376	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	with/A	We knew before , that putrid animal substances were converted into sweet vegetables , when mixed with the earth , and applied as manure ; and now , it seems , that the same putrid substances , mixed with the air , have a similar effect .
376	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	the/D	We knew before , that putrid animal substances were converted into sweet vegetables , when mixed with the earth , and applied as manure ; and now , it seems , that the same putrid substances , mixed with the air , have a similar effect .
376	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	mix/V	We knew before , that putrid animal substances were converted into sweet vegetables , when mixed with the earth , and applied as manure ; and now , it seems , that the same putrid substances , mixed with the air , have a similar effect .
377	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	to/A	Air thus diminished is not heavier , but rather lighter than common air ; and though lime - water does not become turbid when it is exposed to this air , it is probably owing to the formation of a selenitic salt , as was the case with the simple burning of brimstone abovementioned .
377	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	this/D	Air thus diminished is not heavier , but rather lighter than common air ; and though lime - water does not become turbid when it is exposed to this air , it is probably owing to the formation of a selenitic salt , as was the case with the simple burning of brimstone abovementioned .
377	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	expose/V	Air thus diminished is not heavier , but rather lighter than common air ; and though lime - water does not become turbid when it is exposed to this air , it is probably owing to the formation of a selenitic salt , as was the case with the simple burning of brimstone abovementioned .
378	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	with/A	In this operation the peculiar smell of nitrous air is very manifest , the water being first impregnated with the air , and then transmitting it to the common atmosphere .
378	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	the/D	In this operation the peculiar smell of nitrous air is very manifest , the water being first impregnated with the air , and then transmitting it to the common atmosphere .
378	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	impregnate/V	In this operation the peculiar smell of nitrous air is very manifest , the water being first impregnated with the air , and then transmitting it to the common atmosphere .
379	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	into/A	That which had been put into the air when just dead was quite firm ; and the flesh of the other , which had been putrid and soft , was still soft , but perfectly sweet .
379	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	the/D	That which had been put into the air when just dead was quite firm ; and the flesh of the other , which had been putrid and soft , was still soft , but perfectly sweet .
379	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	put/V	That which had been put into the air when just dead was quite firm ; and the flesh of the other , which had been putrid and soft , was still soft , but perfectly sweet .
380	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	of/A	This air also was , as I expected to find it , in the highest degree , noxious ; it did not effervesce with nitrous air , it was no farther diminished by a mixture of iron filings and brimstone , and was made wholesome by agitation in water deprived of all air .
380	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	all/D	This air also was , as I expected to find it , in the highest degree , noxious ; it did not effervesce with nitrous air , it was no farther diminished by a mixture of iron filings and brimstone , and was made wholesome by agitation in water deprived of all air .
380	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	deprive/V	This air also was , as I expected to find it , in the highest degree , noxious ; it did not effervesce with nitrous air , it was no farther diminished by a mixture of iron filings and brimstone , and was made wholesome by agitation in water deprived of all air .
381	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	over/A	Holding the flame of a candle over this air , the lower part of it burned green , but there was no sensible explosion .
381	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	this/D	Holding the flame of a candle over this air , the lower part of it burned green , but there was no sensible explosion .
381	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	holding/V	Holding the flame of a candle over this air , the lower part of it burned green , but there was no sensible explosion .
382	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	in/A	A mouse lived perfectly well in this air , thus affected with the acetous fermentation ; after it had stood several days mixed with four times the quantity of fixed air .
382	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	this/D	A mouse lived perfectly well in this air , thus affected with the acetous fermentation ; after it had stood several days mixed with four times the quantity of fixed air .
382	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	live/V	A mouse lived perfectly well in this air , thus affected with the acetous fermentation ; after it had stood several days mixed with four times the quantity of fixed air .
383	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	into/A	The mouse which was put into this air sneezed and coughed very much , especially after it was taken out ; but it presently re covered , and did not appear to have been sensibly injured .
383	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	this/D	The mouse which was put into this air sneezed and coughed very much , especially after it was taken out ; but it presently re covered , and did not appear to have been sensibly injured .
383	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	put/V	The mouse which was put into this air sneezed and coughed very much , especially after it was taken out ; but it presently re covered , and did not appear to have been sensibly injured .
384	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	to/A	If air extinguish flame in consequence of its being previously saturated with phlogiston , it must , in this case , have been transferred from the water to the air .
